rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
4280,401-500,Georgia State University,32.6—37.5,4280,28.1,408,23.7,404,60.2,386,32.3,908,30.5,683,United States,"28,788",19.2,5%,58 : 42,Georgia State University,"Biological Sciences,Economics & Econometrics,Geography,Mathematics & Statistics,Other Health,Physics & Astronomy,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Chemistry,Psychology,Languages, Literature & Linguistics,Education,Accounting & Finance,Law,Sociology,Business & Management,Computer Science,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",False,False,Atlanta,GA,30303,Fulton,33.7527,-84.38667,2017
4450,401-500,Lehigh University,32.6—37.5,4450,24.9,507,18.5,525,63.2,358,38.0,522,39.1,566,United States,"6,400",11.3,16%,44 : 56,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False,Bethlehem,PA,18015,Northampton,40.606626,-75.377095,2017
4660,401-500,Northern Arizona University,32.6—37.5,4660,18.8,764,11.2,769,82.7,153,32.6,875,26.9,740,United States,"23,167",24.8,5%,66 : 34,Northern Arizona University,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Languages, Literature & Linguistics,Architecture,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Communication & Media Studies,Sport Science,General Engineering,Education,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Psychology,Chemical Engineering,Other Health",False,False,Flagstaff,AZ,86011,Coconino,35.188875,-111.655559,2017
4830,401-500,San Diego State University,32.6—37.5,4830,20.9,669,28.8,304,64.4,349,33.2,816,27.3,735,United States,"28,358",31.8,6%,56 : 44,San Diego State University,"Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Civil Engineering,Biological Sciences,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Communication & Media Studies,Geography,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Chemistry",False,False,San Diego,CA,92182,San Diego,32.77525,-117.071228,2017
4890,401-500,Stevens Institute of Technology,32.6—37.5,4890,21.8,631,18.3,535,52.2,452,33.7,766,77.3,145,United States,"5,999",18.3,34%,29 : 71,Stevens Institute of Technology,"Computer Science,Civil Engineering,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemistry",False,False,Hoboken,NJ,07030,Hudson,40.744776,-74.025334,2017
5040,501-600,University of Arkansas,27.6—32.5,5040,24.4,517,19.2,504,39.2,572,39.1,482,27.9,724,United States,"23,545",20.3,5%,51 : 49,University of Arkansas,"Sociology,Geography,Education,Communication & Media Studies,Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Law,Agriculture & Forestry,Medicine & Dentistry,Accounting & Finance,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Sport Science,General Engineering,Economics & Econometrics,Chemistry,Psychology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Other Health",False,False,Fayetteville,AR,72701,Washington,36.065642,-94.177852,2017
5210,501-600,Creighton University,27.6—32.5,5210,42.3,156,9.7,835,45.1,518,35.7,633,27.8,728,United States,"7,127",9.8,9%,57 : 43,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False,Omaha,NE,68178,Douglas,41.265354,-95.9478,2017
5360,501-600,Kansas State University,27.6—32.5,5360,25.0,500,17.9,539,40.7,562,44.4,338,43.9,488,United States,"21,472",14.3,10%,49 : 51,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,Manhattan,KS,66506,Riley,39.188616,-96.581077,2017
5490,501-600,Missouri University of Science and Technology,27.6—32.5,5490,20.0,704,24.7,372,34.0,625,45.4,312,65.3,242,United States,"7,884",23.0,17%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False,Rolla,MO,65409,Phelps,37.955853,-91.7759,2017
5500,501-600,Montana State University,27.6—32.5,5500,18.7,770,20.7,470,56.7,414,43.3,364,26.2,747,United States,"13,360",18.6,5%,45 : 55,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False,Bozeman,MT,59717,Gallatin,45.666829,-111.049918,2017
5570,501-600,University of Nebraska Medical Center,27.6—32.5,5570,36.4,245,12.9,689,35.8,608,37.1,572,36.8,599,United States,"2,847",2.5,8%,66 : 34,University of Nebraska Medical Center,"Psychology,Medicine & Dentistry,Other Health,Education,Biological Sciences",False,False,Omaha,NE,68198,Douglas,41.255088,-95.976346,2017
5580,501-600,New Jersey Institute of Technology,27.6—32.5,5580,21.3,653,17.8,545,47.9,493,47.6,283,55.1,341,United States,"9,743",18.0,21%,24 : 76,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False,Newark,NJ,07102,Essex,40.741997,-74.177113,2017
5610,501-600,Old Dominion University,27.6—32.5,5610,23.1,571,17.7,548,53.2,446,1.7,974,27.5,732,United States,"20,131",20.2,3%,54 : 46,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False,Norfolk,VA,23529,Norfolk,36.884919,-76.309653,2017
5860,501-600,University of Toledo,27.6—32.5,5860,32.8,306,14.1,650,33.6,631,44.3,340,38.8,571,United States,"18,916",16.5,10%,50 : 50,University of Toledo,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Law,Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Geography,Biological Sciences,Education,General Engineering,Business & Management",False,False,Toledo,OH,43606,Lucas,41.657246,-83.615936,2017
5990,501-600,University of Wisconsin-Milwaukee,27.6—32.5,5990,21.1,661,17.8,546,53.6,442,34.0,749,28.2,717,United States,"22,442",18.2,6%,52 : 48,University of Wisconsin-Milwaukee,"Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Geography,Computer Science,Languages, Literature & Linguistics,General Engineering,Chemistry,Business & Management,Sociology,Civil Engineering,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Architecture,Sport Science",False,False,Milwaukee,WI,53201,Milwaukee,43.076848,-87.880488,2017
6130,601-800,Auburn University,18.6—27.5,6130,31.7,331,18.3,532,24.2,722,40.0,452,30.9,678,United States,"22,282",17.6,5%,50 : 50,Auburn University,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Auburn University,AL,36849,Lee,32.600201,-85.492409,2017
6430,601-800,Clemson University,18.6—27.5,6430,23.5,556,22.0,441,33.0,638,38.8,497,35.6,609,United States,"19,743",17.0,7%,46 : 54,Clemson University,"Geography,History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,General Engineering,Education,Mathematics & Statistics,Veterinary Science,Other Health,Architecture,Agriculture & Forestry",False,False,Clemson,SC,29634,Pickens,34.677329,-82.834463,2017
6660,601-800,Florida Institute of Technology,18.6—27.5,6660,25.5,480,13.4,669,28.8,680,36.6,594,60.6,282,United States,"4,715",14.0,30%,33 : 67,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,Melbourne,FL,32901,Brevard,28.064503,-80.624628,2017
